code,Stage,CharityTreat,Charity,Donation,Happiness,Student,RiskAversion,GeneralTrust,sex,birth,race,relig,single,uni stdnt,studies,prev par,exp pref,momjob,dadjob,momeduc,dadeduc,siblings,siborder,child,numchild,risk,trust,BirthData,Religion,MaritalStatus,PreviousExperiment,OccupationMother,OccupationFather,EducationMother,EducationFather,Siblings,SiblingsOlder,Children,ChildrenNumber,BornUK,BornCountry,YearsInUK,LanguageEnglishFirst,LanguageEnglishFluent,LanguageMainChildhood,LanguageOther,LivedOutsideUK,PersonalityExtroverted,PersonalityCritical,PersonalityDependable,PersonalityAnxious,PersonalityOpen,PersonalityReserved,PersonalitySympathetic,PersonalityCareless,PersonalityCalm,Personalityconventional,StartDate,EndDate
981gf3,1,NA,BHF,0,NA,1,NA,NA,Female,23/10/1987,White,Christian,Single,Yes,PhD Biological Sciences,No,I'm open to both Online and In-Lab Experiments,Other,"Management, Professional, and related","Post-graduate Degree (MA, MSc etc.)",Doctorate (PhD),1,1,No,NA,7,Can't be too careful,23/10/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T22:32:33Z,2017-06-06T22:51:59Z
6m8s0x,1,NA,BHF,0,NA,1,NA,NA,Female,14/03/1998,Other,Christian,Single,Yes,Creative writing,Yes,I'm open to both Online and In-Lab Experiments,Unemployed,Other,"Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",2,2,No,NA,6,Depends,14/03/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T16:22:59Z,2017-06-06T22:53:11Z
943ses,1,NA,BHF,0,NA,1,NA,NA,Male,14/04/1986,White,Atheist,Single,Yes,Clinical Psychology,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Sales and Office,"Undergraduate Degree (BA, BSc etc.)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,1,No,NA,7,Depends,14/04/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T22:44:55Z,2017-06-06T23:02:57Z
tf772e,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,23/09/1996,White,Atheist,Single,Yes,Psychology,Yes,Online Only,Sales and Office,"Management, Professional, and related","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,4,Most people can be trusted,23/09/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:04:54Z,2017-06-06T23:14:45Z
phov1o,1,NA,Oxfam,0,Moderately unhappy,1,NA,NA,Female,07/04/1996,White,Christian,Single,Yes,Accounting and Finance,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Production, Transportation, and Material Moving","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,2,Depends,07/04/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:10:01Z,2017-06-06T23:36:14Z
ax0tzy,1,NA,Oxfam,0,NA,1,NA,NA,Female,30/08/1998,Eastern Asian/Pacific Islander,Atheist,Single,Yes,Economics,Yes,I'm open to both Online and In-Lab Experiments,Unemployed,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,4,Can't be too careful,30/08/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:35:38Z,2017-06-06T23:44:25Z
8z20nc,1,NA,NA,NA,Slightly unhappy,1,NA,NA,Female,26/01/1994,Black African,Christian,Single,Yes,LLB Law,Yes,I'm open to both Online and In-Lab Experiments,Homemaker,Unemployed,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Undergraduate Degree (BA, BSc etc.)",6,5,No,NA,3,Depends,26/01/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:32:42Z,2017-06-06T23:54:47Z
xsvkyx,1,NA,NA,NA,Slightly unhappy,1,NA,NA,Male,02/02/1996,Indian,Christian,Single,Yes,Accounting and Finance,Yes,I'm open to both Online and In-Lab Experiments,Government,Other,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,1,No,NA,Risk Neutral,Depends,02/02/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T00:08:05Z,2017-06-07T00:22:25Z
arr9z8,1,NA,NA,NA,Extremely unhappy,1,NA,NA,Female,29/07/1996,White,Atheist,Single,Yes,Psychology,Yes,I'm open to both Online and In-Lab Experiments,Service,Other,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",NA,3,1,No,NA,Very willing to take risks,Depends,29/07/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T00:28:37Z,2017-06-07T00:41:25Z
gcy7ny,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,01/03/1997,Indian,Hindu,Single,Yes,Criminology with Social Psychology,Yes,I'm open to both Online and In-Lab Experiments,Government,Other,"Undergraduate Degree (BA, BSc etc.)",Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,7,Depends,01/03/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:37:51Z,2017-06-07T00:51:40Z
9a1kua,1,NA,BHF,0,NA,1,NA,NA,Male,17/04/1958,White,Atheist,Divorced/Separated,Yes,Tropical Marine Biology,No,Online Only,Homemaker,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,3,1,Yes,2,Risk Neutral,Depends,17/04/1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T00:44:38Z,2017-06-07T00:57:40Z
5p56no,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,06/05/1997,Black African,Christian,Single,Yes,Economics,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,1,No,NA,8,Most people can be trusted,06/05/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T01:30:06Z,2017-06-07T01:38:54Z
93aaah,1,NA,BHF,4,NA,1,NA,NA,Female,25 06 2017,White,Christian,Single,Yes,Psychology,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",5,5,No,NA,Risk Neutral,Depends,25 06 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T01:32:11Z,2017-06-07T01:53:15Z
xdnse5,1,NA,BHF,10,NA,1,NA,NA,Female,23/09/1997,Other,Muslim,Single,Yes,Biomedical science,Yes,I'm open to both Online and In-Lab Experiments,Other,Other,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,2,0,No,NA,8,Can't be too careful,23/09/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:22:47Z,2017-06-07T02:07:25Z
iuznop,1,NA,Oxfam,0,NA,1,NA,NA,Female,09/10/1995,White,Agnostic,Single,Yes,Criminology with Social Psychology,Yes,I'm open to both Online and In-Lab Experiments,Service,Service,"Undergraduate Degree (BA, BSc etc.)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",3,0,No,NA,7,Can't be too careful,09/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T02:52:06Z,2017-06-07T03:12:03Z
pttr1b,1,NA,Oxfam,0,Slightly unhappy,1,NA,NA,Male,28/04/1994,White,Atheist,Single,Yes,Research methods in Psychology,Yes,I'm open to both Online and In-Lab Experiments,Other,"Construction, Extraction, and maintenance",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,3,1,No,NA,2,Can't be too careful,28/04/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T15:09:45Z,2017-06-07T04:27:20Z
jihxbr,1,NA,Oxfam,1,Moderately happy,1,NA,NA,Female,25/06/1997,White,Christian,Single,Yes,Marine biology,No,I'm open to both Online and In-Lab Experiments,Service,"Production, Transportation, and Material Moving",Secondary Education (GCSE/O-Levels) or below,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,1,No,NA,8,Depends,25/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T07:11:57Z,2017-06-07T07:24:49Z
qlw2yw,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,10/04/1958,White,Agnostic,Married,No,NA,No,I'm open to both Online and In-Lab Experiments,Homemaker,"Management, Professional, and related","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-graduate Degree (MA, MSc etc.)",2,1,Yes,2,6,Most people can be trusted,10/04/1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T07:26:35Z,2017-06-07T07:45:09Z
gmai9b,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,18/03/1994,White,Christian,Single,Yes,Speech and language therapy,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Post-graduate Degree (MA, MSc etc.)","Post-graduate Degree (MA, MSc etc.)",4,3,No,NA,6,Depends,18/03/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T07:42:33Z,2017-06-07T07:53:12Z
8fslco,1,NA,BHF,1,NA,1,NA,NA,Female,02/10/1994,White,Atheist,Single,Yes,Mathematics,Yes,I'm open to both Online and In-Lab Experiments,Service,Sales and Office,"Undergraduate Degree (BA, BSc etc.)",Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,Risk Neutral,Depends,02/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T09:01:06Z,2017-06-07T09:10:48Z
w0a1sn,1,NA,NA,NA,Moderately happy,1,NA,NA,Male,27/04/1979,White,Agnostic,Married,No,NA,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Government,"Post-graduate Degree (MA, MSc etc.)",Secondary Education (GCSE/O-Levels) or below,0,NA,Yes,1,7,Depends,27/04/1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T09:45:44Z,2017-06-07T10:00:20Z
tgtupo,1,NA,BHF,0,NA,1,NA,NA,Female,22/02/1997,White,Atheist,Single,Yes,Management and Marketing,No,I'm open to both Online and In-Lab Experiments,Service,Sales and Office,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Undergraduate Degree (BA, BSc etc.)",1,0,No,NA,8,Most people can be trusted,22/02/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T09:58:34Z,2017-06-07T10:12:35Z
u7k2u3,1,NA,Oxfam,4,Slightly happy,1,NA,NA,Female,13/08/1996,White,Atheist,Single,Yes,International Relations and Modern Languages,No,I'm open to both Online and In-Lab Experiments,Other,Other,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,7,Depends,13/08/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T09:49:06Z,2017-06-07T10:35:19Z
aj9ya6,1,NA,Oxfam,10,NA,1,NA,NA,Female,05/08/1990,Other,Other,Single,Yes,PhD,No,I'm open to both Online and In-Lab Experiments,Government,Government,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,0,No,NA,6,Can't be too careful,05/08/1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T09:45:11Z,2017-06-07T10:47:54Z
ryfeqf,1,NA,Oxfam,2,Slightly happy,1,NA,NA,Female,21/06/1996,Black African,Christian,Single,Yes,Law,Yes,I'm open to both Online and In-Lab Experiments,Service,Service,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-graduate Degree (MA, MSc etc.)",2,0,No,NA,7,Can't be too careful,21/06/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-04T18:23:32Z,2017-06-07T10:56:19Z
119jxb,1,NA,Oxfam,0,NA,1,NA,NA,Male,04/05/1997,White,Other,Single,Yes,Modern History,No,I'm open to both Online and In-Lab Experiments,Unemployed,"Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,"Undergraduate Degree (BA, BSc etc.)",1,0,No,NA,4,Can't be too careful,04/05/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T10:59:48Z,2017-06-07T11:08:49Z
jw88qp,1,NA,Oxfam,0,NA,1,NA,NA,Female,01/01/1990,White,Atheist,Single,Yes,law,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Other,"Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",2,2,No,NA,8,Can't be too careful,01/01/1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T12:07:28Z,2017-06-07T12:23:00Z
3p5kdp,1,NA,NA,NA,Extremely happy,1,NA,NA,Female,01/08/1959,White,Atheist,Married,No,NA,No,I'm open to both Online and In-Lab Experiments,Other,"Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,7,Most people can be trusted,01/08/1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T12:12:10Z,2017-06-07T12:30:23Z
nnhrwt,1,NA,BHF,2,NA,1,NA,NA,Male,26/06/1989,Black African,Christian,Single,Yes,Human Rights,Yes,In the Lab Only,Government,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,8,Depends,26/06/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T12:56:46Z,2017-06-07T13:18:29Z
qs5nkh,1,NA,NA,NA,Moderately happy,1,NA,NA,Male,25/07/1998,Mixed,Agnostic,Single,Yes,History,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,1,No,NA,8,Depends,25/07/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T13:17:03Z,2017-06-07T13:27:41Z
a50vsk,1,NA,BHF,0,NA,1,NA,NA,Female,07/08/1997,White,Christian,Single,Yes,multimedia journalism,No,I'm open to both Online and In-Lab Experiments,Homemaker,Sales and Office,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,0,No,NA,Very willing to take risks,Can't be too careful,07/08/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T13:32:03Z,2017-06-07T13:50:57Z
ahpmio,1,NA,BHF,1,NA,1,NA,NA,Female,06/11/1994,Other,Muslim,Single,Yes,Accounting,Yes,I'm open to both Online and In-Lab Experiments,Other,Other,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Undergraduate Degree (BA, BSc etc.)",5,4,No,NA,Risk Neutral,Depends,06/11/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T15:22:58Z,2017-06-07T14:09:05Z
befsd7,1,NA,BHF,1,NA,1,NA,NA,Male,15/06/1995,White,Christian,Single,Yes,ICT,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Unemployed,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,0,No,NA,6,Depends,15/06/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T13:53:36Z,2017-06-07T14:20:29Z
t40zj1,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,26/05/1997,White,Muslim,Single,Yes,law,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,7,Most people can be trusted,26/05/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T14:01:55Z,2017-06-07T14:21:01Z
fajrx6,1,NA,Oxfam,0,NA,1,NA,NA,Female,11/12/1989,Mixed,Agnostic,Single,No,NA,Yes,I'm open to both Online and In-Lab Experiments,Service,"Construction, Extraction, and maintenance","Undergraduate Degree (BA, BSc etc.)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",2,1,No,NA,7,Can't be too careful,11/12/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T14:12:52Z,2017-06-07T14:23:01Z
d5s1pp,1,NA,Oxfam,5,Neither happy nor unhappy,1,NA,NA,Female,10/04/1975,Other,Atheist,Married,Yes,Entrepreneurship,No,I'm open to both Online and In-Lab Experiments,Government,"Farming, Fishing, and Forestry","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",3,0,No,NA,8,Can't be too careful,10/04/1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T14:07:22Z,2017-06-07T14:32:32Z
b281sn,1,NA,BHF,0,NA,1,NA,NA,Female,11/01/1995,Black African,Christian,Single,Yes,Economics,Yes,I'm open to both Online and In-Lab Experiments,Government,Other,"Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",2,2,No,NA,Risk Neutral,Depends,11/01/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T14:30:33Z,2017-06-07T14:52:48Z
s9fyd,1,NA,BHF,0,NA,1,NA,NA,Female,24/06/1997,Eastern Asian/Pacific Islander,Other,Single,Yes,biomedical science,Yes,I'm open to both Online and In-Lab Experiments,Other,Other,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,2,2,No,NA,7,Depends,24/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T01:04:39Z,2017-06-07T14:56:09Z
fyizer,1,NA,Oxfam,0,Neither happy nor unhappy,1,NA,NA,Male,17/05/1996,Other,Other,Single,Yes,Biomedical science,Yes,I'm open to both Online and In-Lab Experiments,Other,Other,"Undergraduate Degree (BA, BSc etc.)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,0,No,NA,Risk Neutral,Depends,17/05/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T14:56:25Z,2017-06-07T15:05:17Z
i0amuq,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,25/06/1993,White,Christian,Single,Yes,MA psychoanalytic studies,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related","Post-graduate Degree (MA, MSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,7,Depends,25/06/1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T15:17:52Z,2017-06-07T15:30:00Z
cmtac8,1,NA,Oxfam,10,NA,1,NA,NA,Male,19/01/1985,Other,Other,Married,No,NA,No,I'm open to both Online and In-Lab Experiments,Homemaker,"Production, Transportation, and Material Moving",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,4,3,Yes,2,7,Most people can be trusted,19/01/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T15:33:05Z,2017-06-07T15:46:08Z
oymfr4,1,NA,BHF,2,NA,1,NA,NA,Male,10/12/1997,White,Agnostic,Single,Yes,Drama and Literature,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,0,No,NA,6,Depends,10/12/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T16:48:48Z,2017-06-07T17:00:42Z
pgy7n1,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,31/07/1996,White,Agnostic,Single,Yes,Biomedical science,No,I'm open to both Online and In-Lab Experiments,Other,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,1,No,NA,2,Depends,31/07/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T23:29:37Z,2017-06-07T17:18:34Z
p2sl2x,1,NA,NA,NA,Moderately unhappy,1,NA,NA,Male,23/05/1996,White,Other,Single,Yes,Criminology and American Studies,No,I'm open to both Online and In-Lab Experiments,Other,Service,"Undergraduate Degree (BA, BSc etc.)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,1,No,NA,7,Depends,23/05/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T17:38:09Z,2017-06-07T17:47:40Z
1ds1vb,1,NA,Oxfam,1,Extremely happy,1,NA,NA,Female,21/09/1996,White,Agnostic,Single,Yes,Philosophy,No,I'm open to both Online and In-Lab Experiments,Unemployed,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,0,No,NA,Risk Neutral,Depends,21/09/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06T15:26:22Z,2017-06-07T18:12:43Z
z8f5u1,1,NA,BHF,1,NA,1,NA,NA,Male,12/06/1998,White,Agnostic,Single,Yes,Economics,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Production, Transportation, and Material Moving",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,8,Depends,12/06/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T18:17:39Z,2017-06-07T18:28:57Z
ihx2eg,1,NA,NA,NA,Neither happy nor unhappy,1,NA,NA,Male,28/05/1995,Black African,Christian,Single,Yes,international business,Yes,Online Only,Other,"Management, Professional, and related","Post-graduate Degree (MA, MSc etc.)","Post-graduate Degree (MA, MSc etc.)",3,1,No,NA,Very willing to take risks,Can't be too careful,28/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T19:22:21Z,2017-06-07T19:39:23Z
